Business Name,Category,City,Address,Phone,Website,Google Maps Link,Rating,Reviews,Website Status,Lead Quality,Reason
First Choice Hair Transplant & Cosmetics,Hair clinic,Ludhiana,"First Floor, SCF 7, Phase 1 Rd, adj. Bank of India, Main Market, Urban Vihar, Urban Estate Dugri, Ludhiana, Punjab 141013, India",070870 20202,https://fchtc.in/,https://maps.google.com/?cid=16896885269841533350,4.8,728,Yes,Low Priority,Already has website
"✅ Satyam Hair Transplant Centre - PRP Hair Loss Treatment | Hair Transplant in Ludhiana, Punjab",Hair clinic,Ludhiana,"2387B, Krishna Nagar Rd, Near Aarti Chowk, Krishna Nagar, Ludhiana, Punjab 141001, India",098037 88888,https://satyamhairtransplant.com/,https://maps.google.com/?cid=1183122604018806236,4.6,257,Yes,Low Priority,Already has website
Physiotherapy World,Physiotherapist,Ludhiana,"BX 3369, Sandhu Commercial Tower, Gurdev Nagar, Gurdev Nagar, Ludhiana, Punjab 141001, India",098722 06077,,https://maps.google.com/?cid=518996599691795303,4.9,410,No,Top Priority,"No website, high reviews"
Aaram Physiotherapy Clinic,Physiotherapist,Ludhiana,"1, SCF, Behind BetterThink, Block C, Sarabha Nagar, Ludhiana, Punjab 141001, India",099880 18831,http://www.aaramphysiotherapyclinic.com/,https://maps.google.com/?cid=15222096448800800651,4.6,137,Yes,Low Priority,Already has website
The Physio World Physiotherapy Clinic,Physiotherapist,Ludhiana,"276A, near BABA ISHER singh school, D-Block Bhai Rahdhir Singh Nagar, Ludhiana, Punjab 141001, Block D, Bhai Randhir Singh Nagar, Ludhiana, Punjab 141012, India",098727 74323,,https://maps.google.com/?cid=1297514858189978533,4.9,84,No,Top Priority,"No website, high reviews"
MAX-PHYSIO - Best Physiotherapy Clinic in Ludhiana | Physiotherapist | Chiropractor in Ludhiana,Physiotherapist,Ludhiana,"Street no - 6, Chimni Rd, Shimlapuri, Ludhiana, Punjab 141003, India",087100 00112,http://maxphysio.in/,https://maps.google.com/?cid=11929482617247679921,5,105,Yes,Low Priority,Already has website
National Diagnostic Lab | Blood Tests | Full Body Checkup in Ludhiana,Diagnostic lab,Ludhiana,"96, Kochar Market Rd, Shakti Nagar, Green Field, Model Gram, Ludhiana, Punjab 141001, India",080100 00960,http://natlabshealthcare.com/,https://maps.google.com/?cid=2762506596949240157,4.6,318,Yes,Low Priority,Already has website
Redcliffe Labs Ludhiana | Full Body Checkup in Ludhiana,Diagnostic lab,Ludhiana,"B-17, Redcliffe Lifetech Pvt Ltd, 234/1, near Bharat Nagar Road, Bharat Nagar, Chowk, Ludhiana, Punjab 141001, India",089889 88787,https://redcliffelabs.com/ludhiana?utm_source=locator&utm_medium=googleplaces,https://maps.google.com/?cid=12011180322236479536,5,104,Yes,Low Priority,Already has website
Star Imaging & Diagnostic Centre - MRI Center/CT Scan Center/Best Pathology Center in Ludhiana,Diagnostic lab,Ludhiana,"1998/2, Circuit House Rd, Gobind Nagar, Maharaj Nagar, Ludhiana, Punjab 141001, India",0161 522 0077,http://starimagingludhiana.com/,https://maps.google.com/?cid=5334016823673816774,3.1,147,Yes,Low Priority,Already has website
G.J. Diagnostic Lab,Diagnostic lab,Ludhiana,"Dr. Likhi Road, Rani Jhansi Rd, behind Improvement Trust Building, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001, India",084276 91301,http://gjdiagnosticlabs.com/,https://maps.google.com/?cid=5639152870526037761,4,85,Yes,Low Priority,Already has website
National Diagnostic Lab,Diagnostic lab,Ludhiana,"497, Model Town Rd, Pritm Nagar, Model Town, Ludhiana, Punjab 141002, India",0161 501 7712,http://www.natlabshealthcare.com/,https://maps.google.com/?cid=8015967178989046057,4.7,59,Yes,Low Priority,Already has website
"ASG Eye Hospital, Ludhiana",Eye clinic,Ludhiana,"Plot No.11,12-E Malhar Road, Sat Paul Mittal Rd, opp. AM TYRES, B - Block, Sarabha Nagar, Ludhiana, Punjab 141001, India",1800 121 1804,https://asgeyehospital.com/hospital/sarabha-nagar-ludhiana,https://maps.google.com/?cid=8214051621866569071,4.8,3151,Yes,Low Priority,Already has website
Rana Hospital - Best Eye Centre in Ludhiana/Eye Surgeon/Lasik Laser Surgery/Cataract Surgeon/Retina Surgeon,Eye clinic,Ludhiana,"Rana Hospital Square, 688-F, F-Block SBS Nagar, F Block, Shaheed Bhagat Singh Nagar, Ludhiana, Punjab 141013, India",098151 52252,https://www.ranahealthcare.com/,https://maps.google.com/?cid=4331585252131166324,4.8,554,Yes,Low Priority,Already has website
Dhami Eye Care Hospital,Eye clinic,Ludhiana,"81, 82-B, DMC Rd, Kitchlu Nagar, Ludhiana, Punjab 141001, India",098155 30812,https://www.dhamieyehospital.com/,https://maps.google.com/?cid=15745244723276260284,4.8,1109,Yes,Low Priority,Already has website
Advanced Centre For Eyes,Eye clinic,Ludhiana,"B-XX-1767, 1, Ferozepur Rd, behind Vishal Megamart, Maharaj Nagar, Ludhiana, Punjab 141001, India",098141 14678,http://www.advancedcentreforeyes.in/,https://maps.google.com/?cid=4655244619586583624,4.6,291,Yes,Low Priority,Already has website
Eyeconic eye care centre-Best Eye Doctor/Eye Doctor/Retina Specialist/Best eye Clinic Ludhiana,Eye clinic,Ludhiana,"House no. 1813, Phase 2, Duggri, Ludhiana, Punjab 141001, India",090415 50810,https://www.eyeconiceyecare.in/,https://maps.google.com/?cid=11809060430264868853,5,409,Yes,Low Priority,Already has website
N.K. Aggarwal Joints & Spine Centre Best Ortho Sergeon in Ludhiana,Orthopedic clinic,Ludhiana,"33-G Block, Sunet Rd, Block G, Bhai Randhir Singh Nagar, Ludhiana, Punjab 141012, India",097796 73359,https://jointsandspinecentre.com/,https://maps.google.com/?cid=18107741860207032180,4.8,1287,Yes,Low Priority,Already has website
✅ Dr. Shekhar Singal (Orthopaedic Surgeon- Bone & Joint Specialist Ludhiana),Orthopedic clinic,Ludhiana,"95-k,Sarabha Nagar, Opp. PAU Gate No. 1, Near Delta Heart Centre, K Block, Sarabha Nagar, Ludhiana, Punjab 141001, India",098569 00169,https://orthodermaclinic.com/,https://maps.google.com/?cid=2798233877512016902,4.9,860,Yes,Low Priority,Already has website
Dr. Vishal Garg - Best Ortho Surgeon in Ludhiana,Orthopedic clinic,Ludhiana,"530-R, Model Town Rd, opp. PNB Bank, Harnam Nagar, Model Town, Ludhiana, Punjab 141002, India",098882 55339,,https://maps.google.com/?cid=7335414708548061047,4.9,140,No,Top Priority,"No website, high reviews"
"✅ Kalyan Hospital - Best Robotic Knee Replacement, Spine Surgeon, & Back Pain Treatment in Ludhiana",Orthopedic clinic,Ludhiana,"Division Number 3, WV88+76V, Samrala Rd, near Fire Brigade, Harbans Pura, Ludhiana, Punjab 141008, India",099150 48877,https://kalyanhospital.com/,https://maps.google.com/?cid=11148470986839883963,4.4,553,Yes,Low Priority,Already has website
Hunjan Hospital,Orthopedic clinic,Ludhiana,"111, Kochar Market Rd, Sampooran Colony, South Model Gram, Ludhiana, Punjab 141002, India",085560 24365,http://www.hunjanhospital.com/,https://maps.google.com/?cid=18037026645107848031,4.3,259,Yes,Low Priority,Already has website
𝗗𝗶𝘃𝗶𝗻𝗲 𝗖𝗮𝗿𝗲 (𝗗𝗿 𝗚𝘂𝗿𝘀𝗶𝗺𝗿𝗮𝗻 𝗞𝗮𝘂𝗿): Best Gynaecologist | Best Laparoscopic Surgeon in Ludhiana,Gynecologist,Ludhiana,"2574, near Singh Sabha Gurudwara Road, Phase 1, Urban Estate Dugri, Ludhiana, Punjab 141001, India",088811 17066,,https://maps.google.com/?cid=10934903599023237655,4.9,1505,No,Top Priority,"No website, high reviews"
✅ Dr. Shuchita Batra Best Gynecologist in Ludhiana - Ameritus Hospital,Gynecologist,Ludhiana,"Ameritus Hospital, B-28, 1339, PN, 2nd floor, 86A, 200 Feet Rd, Passi Nagar, Ludhiana, Punjab 141013, India",086190 18421,https://ameritus.in/dr-shuchita-batra/,https://maps.google.com/?cid=7473596100542567913,5,402,Yes,Low Priority,Already has website
DR. NIDHI THAKUR - Best Gynecologist | Normal Delivery Specialist | Laparoscopic Hysterectomy | High Risk Pregnancy Expert,Gynecologist,Ludhiana,"Satguru Partap Singh (SPS) Hospital, SHERPUR CHOWK, Grand Trunk Rd, Dholewal Chowk, Ludhiana, Punjab 141003, India",088475 53383,,https://maps.google.com/?cid=3458854178369585911,5,315,No,Top Priority,"No website, high reviews"
Dr. Shivani Garg,Gynecologist,Ludhiana,"Shiva Ultrasound Centre Metro Road, Chandigarh Rd, near Shri Vishwanath Mandir Marg, Jamalpur, Ludhiana, Punjab 141003, India",091423 00062,https://www.drshivanigarg.com/,https://maps.google.com/?cid=2185914102207882097,4.9,279,Yes,Low Priority,Already has website
Dr. Mandeep kaur,Gynecologist,Ludhiana,"B-28/709A, Street No. - 1, sidhwan canal bridge, Panjab Mata Nagar, Shaheed Bhagat Singh Nagar, Ludhiana, Punjab 141002, India",089681 69446,https://drmandeepkaur.com/,https://maps.google.com/?cid=1637887733413467659,4.9,1067,Yes,Low Priority,Already has website
𝗪𝗢𝗥𝗟𝗗 𝗗𝗘𝗡𝗧𝗔𝗟 𝗖𝗔𝗥𝗘 𝗖𝗘𝗡𝗧𝗥𝗘,Dentist,Amritsar,"BUILDING NO 46, Rani Ka Bagh, Mohindra Colony, Amritsar, Punjab 143001, India",075084 57089,https://worlddentalcare.com/contact.html,https://maps.google.com/?cid=14407003053749916193,5,2033,Yes,Low Priority,Already has website
Dr. Om Parkash Dental,Dentist,Amritsar,"The Mall, 117-A, beside omaxe novelty mall, White Avenue, Amritsar, Punjab 143001, India",080546 12345,https://www.dromparkashdental.com/,https://maps.google.com/?cid=16882508416159594858,4.9,1772,Yes,Low Priority,Already has website
Dr. Mohindru’s Medical & Dental Care,Dentist,Amritsar,"128, Gopal Nagar, Gali, 3, Majitha Rd, Gopal Nagar, Amritsar, Punjab 143001, India",062392 45040,http://www.drmohindrusdental.com/,https://maps.google.com/?cid=16256217632461473585,5,679,Yes,Low Priority,Already has website
Dukhniwaran Dental clinic,Dentist,Amritsar,"Flat 31GF, Ranjit Ave, opposite A - Block Market Main Road, near hdfc atm, Gumtala Sub Urban, B - Block, Ranjit Avenue, Amritsar, Punjab 143001, India",085289 35037,https://wa.me/message/ARUY2JDGITHLD1,https://maps.google.com/?cid=1073657190240983224,4.9,356,Yes,Low Priority,Already has website
Clove Dental,Dentist,Amritsar,"SCO- 75, above Kafeine Cafe, near Mahindra Showroom, Gumtala Sub Urban, D - Block, Ranjit Avenue, Amritsar, Punjab 143001, India",095992 16884,https://clovedental.in/dentist-near-me/amritsar/ranjit-avenue?utm_source=website&utm_medium=gmb&utm_campaign=Amritsar_Ranjit_Avenue_GMB_Punjab,https://maps.google.com/?cid=5638629213316560961,4.9,851,Yes,Low Priority,Already has website
Eden Skin Clinic,Skin clinic,Amritsar,"SCO 35-36, Second Floor, District Shopping Complex, above Starbucks, Gumtala Sub Urban, D - Block, Ranjit Avenue, Amritsar, Punjab 143001, India",077101 17777,https://www.edenskin.clinic/,https://maps.google.com/?cid=8028259925318778553,4.9,868,Yes,Low Priority,Already has website
"Dr Silonie Skin and Laser Clinic (USA trained, Appointment compulsory .Best Botox / Fillers / Laser)",Skin clinic,Amritsar,"Gate no. 2, 556, Punjab House Fed. Housing Society, New Amritsar Colony, Amritsar, Amritsar Cantt., Punjab 143006, India",094171 54992,http://drsilonieskinlaser.com/,https://maps.google.com/?cid=7598079747187761642,4.8,1270,Yes,Low Priority,Already has website
"Dr. Tanreet’s Skin, Hair and Laser Centre in Amritsar",Skin clinic,Amritsar,"Dr Tanreet Skin Hair laser centre, Majitha Rd, opposite Kotak Mahindra Bank, Medical Enclave, Amritsar, Punjab 143001, India",095929 30083,https://drtanreetskincentre.in/,https://maps.google.com/?cid=16471382878450042785,4.9,499,Yes,Low Priority,Already has website
Dr. Anurag Mahajan Skin Clinic and Laser Hair Removal Center,Skin clinic,Amritsar,"19, Race Course Rd, near Blue Bakers, Beauty Avenue, Amritsar, Punjab 143001, India",081464 49350,,https://maps.google.com/?cid=64872299315768960,4.2,339,No,Top Priority,"No website, high reviews"
Dr Nidhi's Skin and Hair Clinic,Skin clinic,Amritsar,"207, Basant Ave, near Ajanta Public School, Shastri Nagar, White Avenue, Amritsar, Punjab 143001, India",094651 21492,https://drnidhiskin.com/,https://maps.google.com/?cid=9785353280750879623,4.9,252,Yes,Low Priority,Already has website
"Aesthetic World Hair Transplant, Skin & Dental Clinic",Hair clinic,Amritsar,"55H, 1st Floor, Back Side of Sagam Cinema Hall, Grand Trunk Rd, City Centre, Amritsar, Punjab 143006, India",062626 24814,https://aestheticworld.in/,https://maps.google.com/?cid=8718664125810620025,4.9,687,Yes,Low Priority,Already has website
Golden Aesthetics Hair Transplant Clinic in Amritsar | Top Plastic Surgeon & Cosmetic Surgery Clinic,Hair clinic,Amritsar,"Majitha Rd, Above charming chicken, Sehaj Avenue, Amritsar, Punjab 143001, India",080705 00900,http://goldenaesthetics.in/,https://maps.google.com/?cid=14857694114109498030,4.9,583,Yes,Low Priority,Already has website
Roots Hair Scalp Clinic & Wigs Centre Amritsar,Hair clinic,Amritsar,"MK Complex, 15-16-17-18, inside Medical Enclave, near trillium mall, Amritsar, Punjab 143001, India",095017 46844,http://www.rootshairclinic.com/,https://maps.google.com/?cid=4169203582364222280,4.7,140,Yes,Low Priority,Already has website
"Dr. Tanreet’s Skin, Hair and Laser Centre in Amritsar",Hair clinic,Amritsar,"Dr Tanreet Skin Hair laser centre, Majitha Rd, opposite Kotak Mahindra Bank, Medical Enclave, Amritsar, Punjab 143001, India",095929 30083,https://drtanreetskincentre.in/,https://maps.google.com/?cid=16471382878450042785,4.9,499,Yes,Low Priority,Already has website
Dr Gupta Hair Transplant Centre,Hair clinic,Amritsar,"SCO 90, District Shopping Centre, Gumtala Sub Urban, B - Block, Ranjit Avenue, Amritsar, Punjab 143001, India",082838 30831,http://www.hairtransplantinamritsar.com/,https://maps.google.com/?cid=7743833479195666719,4.8,268,Yes,Low Priority,Already has website
PHYSIOTHERAPY BY DIVYA MEHRA,Physiotherapist,Amritsar,"416/4 main bazar, Batala Rd, near Bright Day Public School, Tandon Nagar, Paris Town, Amritsar, Punjab 143001, India",070099 71692,https://m.facebook.com/PhysiotherapyWithDivyaMehra/,https://maps.google.com/?cid=9566507043716344582,4.9,260,Yes,Low Priority,Already has website
Dr. Neha Physiotherapy Centre With 15 Year Experience,Physiotherapist,Amritsar,"Lawrence Plaza, 4-5, Lawrence Road, opp. selection point, Maharaja Ranjit Singh Nagar, Joshi Colony, Amritsar, Punjab 143001, India",097817 41789,,https://maps.google.com/?cid=9885669705307969976,5,170,No,Top Priority,"No website, high reviews"
𝗗𝗿 𝗔𝗣 𝗦𝗶𝗻𝗴𝗵 𝗟𝗮𝘀𝗲𝗿 𝗣𝗘𝗠𝗙 𝗔𝗻𝗱 𝗣𝗵𝘆𝘀𝗶𝗼𝘁𝗵𝗲𝗿𝗮𝗽𝘆 𝗖𝗲𝗻𝘁𝗿𝗲(Best physiotherapy centre in Amritsar),Physiotherapist,Amritsar,"sco 20 great enclave GT road, Taranwala Pul Flyover, Baba Phoola Singh, Amritsar, Amritsar Cantt., Punjab 143001, India",098156 11552,,https://maps.google.com/?cid=12810407142802821064,5,76,No,Top Priority,"No website, high reviews"
Dr Navtej Singh (PT) - Best Physiotherapist in Amritsar,Physiotherapist,Amritsar,"5, Maqbool Rd, near Anand Avenue, Green Avenue, Amritsar, Punjab 143001, India",095691 87070,https://sukhsagarhospital.in/visiting-consultant,https://maps.google.com/?cid=7967769158223216393,4.9,46,Yes,Low Priority,Already has website
Apollo Physiotherapy & Rehabilation Center,Physiotherapist,Amritsar,"1/13, Ajnala Rd, opposite S S P Vigilance office District Court, near Kitchlu Chowk, A - Block, Ranjit Avenue, Amritsar, Punjab 143001, India",094170 11325,http://www.apollophysio.in/,https://maps.google.com/?cid=8420544650695104416,4.9,194,Yes,Low Priority,Already has website
Nijjar Scans and Diagnostic Centre Pvt. Ltd.,Diagnostic lab,Amritsar,"51, 1, Court Rd, opp. Church, near G.P.O, Kennedy Avenue, Amritsar, Punjab 143001, India",0183 221 2433,,https://maps.google.com/?cid=13423590666069145332,3.8,529,No,Top Priority,"No website, high reviews"
Dr Gill Path Labs - Diagnostic Lab | Pathology in Amritsar,Diagnostic lab,Amritsar,"98, Gumtala Sub Urban, Sector 4, Ranjit Avenue, Amritsar, Punjab 143001, India",098145 09838,,https://maps.google.com/?cid=11036543024537417846,4.2,60,No,Top Priority,"No website, high reviews"
DM Diagnostic Centre,Diagnostic lab,Amritsar,"Majitha Rd, near govt eye & ent hospital, Sehaj Avenue, Amritsar, Punjab 143001, India",062396 16185,,https://maps.google.com/?cid=9320805960671707409,4.4,545,No,Top Priority,"No website, high reviews"
Tuli Diagnostic Centre,Diagnostic lab,Amritsar,"Majitha Rd, opposite G.N.D. Hospital, Opposite Guru Nanak Hospital, Gopal Nagar, Amritsar, Punjab 143001, India",0183 242 4914,https://www.tulilabs.in/,https://maps.google.com/?cid=4207789936789251744,4.8,3323,Yes,Low Priority,Already has website
Dr. T Bhasin Path Labs & Ultrasound,Diagnostic lab,Amritsar,"97,98, Sco No. 96, Gumtala Sub Urban, A - Block, Ranjit Avenue, Amritsar, Punjab 143001, India",097816 13287,http://www.drbhasinpathlabs.com/,https://maps.google.com/?cid=6301162386842356,4.4,466,Yes,Low Priority,Already has website
Dr. Daljit Singh Eye Hospital Amritsar,Eye clinic,Amritsar,"No.1, Radha Soami Road, Majitha Road Chowk Opposite Nirmal Swamy Satsung, near Ram Aashram School, Sehaj Avenue, Amritsar, Punjab 143001, India",095010 30888,http://daljiteye.com/,https://maps.google.com/?cid=12417150383441392776,4.8,2265,Yes,Low Priority,Already has website
ASG Eye Hospital,Eye clinic,Amritsar,"Plot No 3, Mukut House, Mall Rd, opp. Company Bagh, Maharaja Ranjit Singh Nagar, Joshi Colony, Amritsar, Punjab 143001, India",0674 617 2345,https://asgeyehospital.com/hospital/company-bagh-amritsar,https://maps.google.com/?cid=6822010588357421508,4.9,1233,Yes,Low Priority,Already has website
Dr. Om Parkash Eye Institute,Eye clinic,Amritsar,"The Mall, 117-A, White Avenue, Amritsar, Punjab 143001, India",098555 99979,https://www.dromparkash.com/,https://maps.google.com/?cid=6112215985566194314,4.9,8584,Yes,Low Priority,Already has website
Amritsar Eye Hospital,Eye clinic,Amritsar,"Grand Trunk Rd, near Valmiki Chowk, opposite Railway Workshop, Itahad Nagar, Amritsar, Punjab 143001, India",0183 225 6361,http://www.amritsareyehospital.com/,https://maps.google.com/?cid=13362801872492084055,4.2,152,Yes,Low Priority,Already has website
Jai Kamal Eye Hospital,Eye clinic,Amritsar,"JRH5+Q3X, E9/40, Grand Trunk Rd, opp. Sandhu Colony, Modern Colony, Modren Colony, Chheharta, Amritsar, Punjab 143105, India",095696 28725,https://www.jaikamaleyehospital.com/,https://maps.google.com/?cid=18117575976797735401,4.9,933,Yes,Low Priority,Already has website
Dr. Avtar Singh,Orthopedic clinic,Amritsar,"Grand Trunk Rd, Model Town, Rani Ka Bagh, Mohindra Colony, Amritsar, Punjab 143001, India",075270 00036,http://dravtarsingh.com/,https://maps.google.com/?cid=17056757946654692703,4.9,1051,Yes,Low Priority,Already has website
"Hargun Hospital- Top Orthopedic Hospital & Surgeon In Amritsar- best Hip, Joint & Knee Replacement Hospital in Amritsar",Orthopedic clinic,Amritsar,"Batala - Amritsar Rd, HARGUN HOSPITAL, Khanna Nagar, Amritsar, Punjab 143001, India",0183 257 9001,http://www.hargunhospital.com/,https://maps.google.com/?cid=13623152190935173825,4.7,408,Yes,Low Priority,Already has website
"Amandeep Hospital, Amritsar, Punjab",Orthopedic clinic,Amritsar,"Grand Trunk Rd, Model Town, Rani Ka Bagh, Mohindra Colony, Amritsar, Punjab 143001, India",075270 00036,https://amandeephospital.org/our-hospitals/amandeep-hospital-punjab/,https://maps.google.com/?cid=13969663233120316560,4.6,3749,Yes,Low Priority,Already has website
"Dr SUMIT MAHAJAN | BEST ORTHOPAEDICS - JOINT REPLACEMENT, SPORTS INJURIES & LONGEVITY EXPERT",Orthopedic clinic,Amritsar,"36,Holy City Pearl 2nd left 2nd rt corner, House From, main gate, Guru Amardas Avenue, Amritsar, Mahal Sub Urban, Punjab 143001, India",088725 35041,http://www.drsumitmahajan.in/,https://maps.google.com/?cid=15915743323555196307,4.9,245,Yes,Low Priority,Already has website
Apollo Cradle & Children's Hospital - Best Child & Maternity Hospital | Amritsar,Gynecologist,Amritsar,"JVP9+92M, INA Colony, Amritsar, Punjab 143001, India",098216 56657,https://www.apollocradle.com/amritsar/abadi-court-road/our-hospitals/maternity-hospital-in-amritsar,https://maps.google.com/?cid=14205208953774249750,4.8,3042,Yes,Low Priority,Already has website
Dr Seema Sharma - Best Obstetrician-Gynecologist in Amritsar,Gynecologist,Amritsar,"Apollo Cradle, Naushera House, Court Rd, INA Colony, Amritsar, Punjab 143001, India",1860 500 1066,https://www.apolloclinic.com/,https://maps.google.com/?cid=14163623441855395356,4.6,79,Yes,Low Priority,Already has website
Jai Kamal Hospital - Dr. Jasbir Kaur,Gynecologist,Amritsar,"Grand Trunk Rd, opp. Sandhu Colony, Modren Colony, Chheharta, Amritsar, Punjab 143105, India",088376 67675,https://drjasbirkaur.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu,https://maps.google.com/?cid=371957063091205642,5,330,Yes,Low Priority,Already has website
"✅𝗗𝗿 𝗛𝗮𝘀𝘁𝗮 𝗡𝗶𝘁𝗶𝗻 𝗞𝘂𝘀𝗵𝘁𝗲 - Gynecologist, Pcod Specialist, Fibroid Specialist",Gynecologist,Amritsar,"1st left then 1st right, Main gate 76, Holy avenue, Holy City, Guru Amardas Avenue, Amritsar, Mahal Sub Urban, Punjab 143008, India",089685 55422,https://www.drhastanitinkushte.com/,https://maps.google.com/?cid=9350456301020704528,4.9,173,Yes,Low Priority,Already has website
DR. SKY DENTISTRY (Dr. Gagandeep S Gauba's),Dentist,Jalandhar,"320, near, Nakodar Chowk, Shastri Nagar, Lajpat Nagar, Jalandhar, Punjab 144001, India",077176 42334,https://www.facebook.com/dr.sky.dentistry,https://maps.google.com/?cid=13922704092841838269,5,1479,Yes,Low Priority,Already has website
